,videoId,channelId,channelTitle,videoTitle,videoDescription,categoryId,videoTags,defaultLanguage,defaultAudioLanguage,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
10,XgjXZth3pXQ,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,"LES VOISINS RIAIENT QUAND IL EMPILAIT SES PNEUS, DEUX ANS PLUS TARD IL LES A EMBAUCHÉS...","Découvrez aujourd’hui ces success-story exclusivement made-in-africa et leurs instigateurs, qui ont tout misé sur le recyclage et l’inventivité pour changer de vie ! .➤ Eureka : https://goo.gl/tPrHPg ✅.➤ Visiter notre Site Web : http://lamafache.com  ✅.Source :  https://anotepad.com/notes/nrtw7t3f.S’abonner à la chaîne : https://goo.gl/KOb7Ns.For copyright matters please send  an email to : contact@lamafache.com#recyclage #pneus #afrique",24,et tout le monde s'est moqué de lui il est devenu millionnaire le mendiant est devenu riche histoire de succès riche idée sandales en pneu chaussures en pneu chaussures d'époque idée d'entreprise en pneus les gens ont ri est devenu millionnaire histoire intéressante histoire vraie histoire de vie une idée géniale succès motivation la transformation des matières premières matériaux recyclés pauvreté s'est enrichi de l'idée faits amusants top idée principale,fr,fr,105985,5113,133,0,178
11,foFyPjl-YOI,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,LE SECRET LE PLUS OBSCUR DES SIMPSON !,"Sous couvert de prédictions étranges et d’une gamme de sujets traités aussi divers que variés, les producteurs des Simpson abordent des points beaucoup plus sensibles et malsains, et aujourd’hui nous vous montreront qu’un tabou horrible et répugnant serait même peut être le fondement même de la vie de certains des personnages les plus emblématiques des Simpson. .➤ Eureka : https://goo.gl/tPrHPg ✅.➤ Visiter notre Site Web : http://lamafache.com  ✅.Source : https://anotepad.com/notes/bdiwyxig .S’abonner à la chaîne : https://goo.gl/KOb7Ns.For copyright matters please send  an email to : contact@lamafache.com#simpson #secretssimpson #bartsimpson",24,secret Simpson bart simpson lisa simpson simpson simpson triste les simpson les simpsons en français les simpsons compilation les simpson épisode les simpson et la réalité dessins animes que vous ne connaissez pas mensonges simpson 10 secrets sur les simpson secrets simpson Springfield,fr,fr,153664,7612,351,0,811
12,9Bb_6MI6U_0,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,IMAGINEZ VOUS À LA PLACE DE CETTE ANIMATRICE LORS DE CE MOMENT GÊNANT...,"Le métier de présentateur de télévision n’est pas toujours facile ! Car si les émissions sont préparées minutieusement, elles peuvent néanmoins nous offrir des séquences inédites. Imaginez donc qu’une journaliste ukrainienne perd une dent en plein direct, qu’un présentateur météo oublie un cintre à l’intérieur de son costume ou encore qu’un singe gifle en direct la célèbre animatrice Deborah Duncan. C’est sûr, personne n’aimerait être à leur place ! Alors, vous souhaitez découvrir ces moments embarrassants et bien d’autres encore ? Les voici !.➤ Eureka : https://goo.gl/tPrHPg ✅.➤ Visiter notre Site Web : http://lamafache.com  ✅.Source : .S’abonner à la chaîne : https://goo.gl/KOb7Ns.For copyright matters please send  an email to : contact@lamafache.com#animatrice #momentsgenants #momentsembarrassants",24,animatrice télé animatrices animatrices de télévision moments gênants à la télévision lama faché moments gênants tv moments gênants en direct moments gênants a la télé moments embarrassants moments embarrassants filmés en direct moments embarrassants filmés animatrice tv image drole photo drole blague du jour youtube videos humour télévision blague salace,fr,fr,147245,5105,290,0,243
13,J1KUvi6r4vQ,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,12 CHOSES ÉTRANGES TROUVÉES SUR LA PLAGE !,"La mer a toujours été une source d’inspiration pour les légendes. D'ailleurs, ses profondeurs regorgent d'une infinité de trésors inconnus, et sur son bord se passent nos histoires. Eh oui ! dans cet article, il s’agit des 12 choses les plus étranges retrouvées sur la plage. Entre les créatures fabuleuses et les objets mystérieux, faisons donc ce voyage passionnant à la limite du réel. ➤ Eureka : https://goo.gl/tPrHPg ✅.➤ Visiter notre Site Web : http://lamafache.com  ✅..Source :  .S’abonner à la chaîne : https://goo.gl/KOb7Ns.For copyright matters please send  an email to : contact@lamafache.com",24,choses étranges trouvées sur la plage choses bizarres lama faché océan trouvé sur la plage mystère les plus étranges mystérieux créatures découvertes bizarre sur la plage inexpliqué incroyable inhabituel objet que l'on trouve sur la plage en f,fr,fr,360526,10448,409,0,219
14,X0-GENA1PGs,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,COMMENT LES STARS LES PLUS CONNUES VIVENT EN PRIVÉ ?,"Paillettes, strasses et maquillage, la vie professionnelle des stars est loin d'être facile. Trop d'efforts, trop de prouesses physiques et trop peu de sommeil...En revanche, à côté de tout cela, leur vie privée c'est une toute autre histoire. Une fois les lumières éteintes et le micro déposé, ces pop stars récoltent le fruit de leur dur labeur en profitant des millions amassés.Aujourd'hui, nous allons plonger au fin fond de la vie privée des stars. Et vous verrez bien qu'être chanteur, eh bien... ce n'est pas qu'un simple métier de rue ! .➤ Eureka : https://goo.gl/tPrHPg ✅.➤ Visiter notre Site Web : http://lamafache.com  ✅.Source :  https://anotepad.com/notes/jw6cbf2d.S’abonner à la chaîne : https://goo.gl/KOb7Ns.For copyright matters please send  an email to : contact@lamafache.com",24,pop stars stars vivent en privé lama faché 6ix9ine richesse Drake riche drake qui donne de l'argent billie eilish billie eilish fortune pop pop stars drake villa de drake comment devenir riche stars dépensent leur argent mener la vie de stars,fr,fr,105686,5086,130,0,194
15,s7GVroHsKzs,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,99 CHOSES QUI N'ARRIVENT QU'AU BRÉSIL !,"Ah le Brésil ! Le pays des bikinis, du football et de la Samba ! Mais pas seulement, figurez-vous ! Car cet immense et magnifique pays, se distingue aussi et surtout par sa culture et sa population très bigarrée, et qui est le résultat d’un incroyable métissage racial et culturel. Le Brésil ne se résume donc pas à une simple carte postale, aussi belle soit-elle ! Alors installez-vous bien confortablement, car aujourd’hui, nous allons découvrir 99 choses qui n’arrivent que dans ce pays !.➤ Eureka : https://goo.gl/tPrHPg ✅.➤ Visiter notre Site Web : http://lamafache.com  ✅.Source :  https://anotepad.com/notes/qt83ga6g.S’abonner à la chaîne : https://goo.gl/KOb7Ns.For copyright matters please send  an email to : contact@lamafache.com",24,Brésil 99 choses qui n'arrivent qu'au Brésil Lama Faché brésilien brésilienne Brésil musique connue Brésil quoi faire Brésil que faire absolument Brésil vs France Brésil drapeau Brésil ile aux serpents Brésil nombre d'habitants Brésil population Brésil paysage,fr,fr,158345,6827,167,0,443
16,vsWJdPTi4Xw,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,COMMENT MICHAEL JORDAN DÉPENSE SES MILLIONS ?,"Michael Jordan fait partie de ces rares sportifs à être entré dans la culture populaire par la grande porte. Son nom est indissociable de l’histoire du Basket, et ses prouesses en tant que joueur sont telles, que la NBA elle même l’a qualifié de plus grand joueur de basket-ball de tous les temps. Mais Jordan possède aussi un autre titre plus flatteur, puisqu’il est le premier sportif à avoir atteint le statut de milliardaire. L’ex joueur mythique des Chicago Bulls est en fait riche comme Crésus, et sa fortune ne fait que s’agrandir une année après l’autre. Avec un tel compte en banque, tout ou presque lui est permis, alors comment Jordan vit avec toute cette fortune ? Eh bien, installez-vous bien confortablement car aujourd’hui nous allons découvrir comment Michael Jordan dépense ses millions ! .➤ Eureka : https://goo.gl/tPrHPg ✅.➤ Visiter notre Site Web : http://lamafache.com  ✅.Source :  https://anotepad.com/notes/e5pc6d6c.S’abonner à la chaîne : https://goo.gl/KOb7Ns.For copyright matters please send  an email to : contact@lamafache.com",24,Michael Jordan dépense son argent dépense ses millions lama faché michael jordan 2020 pourquoi michael jordan est le meilleur pourquoi michael jordan est connu Michael Jordan documentaire Michael Jordan argent Michael Jordan investissement Michael Jordan revenus la vie de Michael Jordan top 10,fr,fr,70038,3542,92,0,142
17,4XTPA4bpXPM,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,15 CHOSES ÉTRANGES FILMÉES PAR DES DRONES,"Faisant aussi bien le bonheur des particuliers en quête de divertissement que des scientifiques, des militaires et des professionnels des services (livraison notamment), le drone est entouré d’une « hype » qui ne faiblit pas.Souvent utilisé comme caméra volante, le drone finit par capturer des curiosités que l’on jurerait sorties d’un film d’horreur ou de science-fiction. Vous l’aurez compris, nous avons compilé pour vous 16 choses étranges immortalisées par des drones. ➤ Eureka : https://goo.gl/tPrHPg ✅.➤ Visiter notre Site Web : http://lamafache.com  ✅..Source :  https://anotepad.com/notes/g6hi8a44.S’abonner à la chaîne : https://goo.gl/KOb7Ns.For copyright matters please send  an email to : contact@lamafache.com",24,choses bizarres filmées par la camera filmés par un drone lama faché choses filmées top 10 top 15 vous n'avez jamais vu ça drone avec caméra insolite filmé cameras de surveillance choses incroyables filmées par des cameras de surveillance filmé par drone,fr,fr,492023,11395,501,0,219
18,NKQOczx5EbQ,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,"PERSONNE N'ÉTAIT VENU À L'ANNIVERSAIRE DE CET AUTISTE MAIS UNE HEURE APRÈS, UNE SURPRISE L'ATTENDAIT","Il n’y a rien de plus beau que de faire une surprise à son enfant et pour rendre des enfants heureux, certains sont prêt à tout. Oui car, les enfants sont notre source de joie, et il est tellement agréable de voir leurs visages illuminés après une surprise inattendue ou présentée d’une manière inhabituelle ! Après tout, les enfants se réjouissent littéralement de tout ce qu'ils voient! Dans la vidéo d’aujourd’hui, nous allons voir comment Christian, Salma, Danielle, John et les sœurs Solstad ont vécu un moment très agréable avec de formidables surprises !.➤ Eureka : https://goo.gl/tPrHPg ✅.➤ Visiter notre Site Web : http://lamafache.com  ✅.Source : https://anotepad.com/notes/mmqbtb2d.S’abonner à la chaîne : https://goo.gl/KOb7Ns.Retrouve nous sur FB : https://www.facebook.com/lamafachetv/.For copyright matters please send  an email to : contact@lamafache.com",24,anniversaire enfant autiste personne n'est venu anniversaire surprise les 10 top 10 10 lama faché moments touchants moments émouvants vous ne croirez pas vous allez pleurer histoire qui finit bien en regardant cette histoire enfant autiste tu vas pleurer autiste asperger bébé autiste,fr,fr,91809,4838,144,0,308
19,OFJc1I4masc,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,12 ANIMAUX INCROYABLEMENT DRAMATIQUES QUI MÉRITENT UN OSCAR !,"Les humains ne sont pas les seuls à pouvoir être d’excellents acteurs. Les animaux aussi sont capables de jouer de la comédie de manière assez impressionnante. Certains sont même si dramatiques qu’ils mériteraient bien un oscar. Imaginez un peu qu’un cheval saute, après maintes hésitations, un petit obstacle de manière totalement hilarante ; qu’un chien fasse le mort rien que pour rester dans un parc ; ou encore qu’un chat fasse semblant d’être coincé sous le pneu d’une voiture. C’est certain, ils ont un véritable don d’acteurs. Alors, vous souhaitez découvrir les 12 animaux incroyablement dramatiques qui méritent un oscar, restez donc avec nous jusqu’à la fin..➤ Eureka : https://goo.gl/tPrHPg ✅.➤ Visiter notre Site Web : http://lamafache.com  ✅.Source : https://anotepad.com/notes/kwx4w2md.S’abonner à la chaîne : https://goo.gl/KOb7Ns.Retrouve nous sur FB : https://www.facebook.com/lamafachetv/.For copyright matters please send  an email to : contact@lamafache.com",24,Animaux dramatiques qui méritent un oscar animaux drôles les 10 top 10 10 lama faché dans le monde animaux drôles à mourir de rire bêtisiers drôles et mignons gags animaux drôles vidéo animaux droles video droles d'animaux a mourir de rire drôles marrants compilation videos animaux,fr,fr,94051,3580,106,0,291
20,V7r15alnEKA,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,"PERSONNE N’Y AURAIT CRU, SI CES SÉQUENCES N’ÉTAIENT PAS FILMÉES (VOITURES)","Il arrive des fois que la réalité dépasse de très loin la fiction. Et beaucoup d’événements de la vie réelle, auraient très bien pu avoir leur place dans un de ces fameux blockbusters hollywoodiens, sans même faire de montage. Que ce soit un coup de foudre qui électrocute une voiture en pleine circulation, ou un véhicule qui virevolte dans les airs sans aucune explication logique, le monde mécanique nous réserve bien des surprises. Et si ce n’était la présence impromptue d’une camera au moment de l’action, personne n’y aurait cru. Alors installez-vous bien confortablement, car aujourd’hui, nous avons concocté une compilation de 12 vidéos tellement incroyables, que si elles n’avaient pas été filmées, personne n’y aurait cru !.➤ Eureka : https://goo.gl/tPrHPg ✅.➤ Visiter notre Site Web : http://lamafache.com  ✅.Sources : https://anotepad.com/notes/c8i54ecr.S’abonner à la chaîne : https://goo.gl/KOb7Ns.Retrouve nous sur FB : https://www.facebook.com/lamafachetv/.For copyright matters please send  an email to : contact@lamafache.com",24,Personne n’y aurait cru si c’était pas filmé voitures les 10 top 10 10 lama faché listes dans le monde du monde filmé filmé par caméra moments séquences filmé en direct vidéos droles conducteur camion fails meilleurs conducteurs,fr,fr,106691,3464,164,0,127
21,y3L4v5hZ-gk,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,10 PHOTOS MYSTÉRIEUSES INEXPLIQUÉES À CE JOUR !,"L’histoire de la photographie est pleine de clichés mystérieux et improbables, qui n’ont d’ailleurs jusqu’à aujourd’hui, toujours aucune explication logique et rationnelle. Et justement, certaines anciennes photos sont bien énigmatiques et cachent souvent de terribles secrets, qui n’apparaissent que dans la lumière rouge et tamisée des chambres de développement. C’est dans ces salles obscures, au moment de retirer la photo de son bain d’hyposulfite d'ammonium, que le développeur découvre avec stupeur des détails étranges, ou la présence d’un esprit sur une photo de famille. Pour tous les amoureux du mystère, voici 10 photos qui soulèvent de nombreuses questions sans réponses,  10 photos mystérieuses, encore inexpliquées à ce jour !.➤ Eureka : https://goo.gl/tPrHPg ✅.➤ Visiter notre Site Web : http://lamafache.com  ✅.Sources : https://anotepad.com/notes/ia362k78.S’abonner à la chaîne : https://goo.gl/KOb7Ns.Retrouve nous sur FB : https://www.facebook.com/lamafachetv/.For copyright matters please send  an email to : contact@lamafache.com",24,Photos mystérieuses inexpliquées les 10 top 10 10 lama faché listes curiosités dans le monde du monde Paranormal fantôme qui fait peur hanté images effrayant histoires photos mystérieuses photos inexpliquées fantôme de la famille Cooper Dame Babouchka Dame Blanche de l'église de Worstead dame brune de Raynham Hall paranormal paranormal investigation occultisme,fr,fr,161088,6467,274,0,349
22,rFPzQ1J0KEk,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,"CE BÉBÉ EST NÉ SANS CERVEAU… APRÈS 3 ANS, LE MÉDECIN L’EXAMINE ET LE TROUVE","La naissance d'un bébé est l'un des plus beaux cadeaux que la vie peut offrir. Le voir pousser dans le ventre, naître, grandir et devenir ensuite adulte est la chose la plus inouïe qui puisse arriver à un couple. Mais lorsque l'enfant nait avec une malformation, ce qui devait au départ être un heureux événement se transforme rapidement en un réel cauchemar. Installez-vous confortablement, car aujourd'hui, vous verrez encore une fois que la vie peut être plus surprenante, plus imprévisible, et plus incroyable que vous ne le pensiez. Et si vous ne croyiez pas au miracle avant, vous allez vite changer d'avis !Et si cette vidéo vous plaît, n'oubliez pas de mettre un pouce bleu, de vous abonner à la chaîne et d'activer la cloche pour recevoir toutes les notifications..➤ Eureka : https://goo.gl/tPrHPg ✅.➤ Visiter notre Site Web : http://lamafache.com  ✅.Sources : https://anotepad.com/notes/kwgepq6g.S’abonner à la chaîne : https://goo.gl/KOb7Ns.Retrouve nous sur FB : https://www.facebook.com/lamafachetv/.For copyright matters please send  an email to : contact@lamafache.com",24,Faire du bien ce bébé est né sans cerveau miracle femme enceinte top 10 les 10 lama faché listes dans le monde du monde accouchement histoire incroyable enfants famille personne n’y croyait bonnes actions gentillesse quoi manger femme enceinte quelle femme enceinte femme enceinte a risque femme enceinte âgée,fr,fr,234283,10109,293,0,500
23,nWWfqphU6DU,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama Faché,QUE FAIT CE LAPIN GÉANT EN HAUT DE CETTE COLLINE DEPUIS DES ANNÉES !,"➤ Eureka : https://goo.gl/tPrHPg ✅.➤ Visiter notre Site Web : http://lamafache.com  ✅.Indiscutablement, Google Maps est le logiciel du siècle ! Quel programme en effet, nous permet de faire le tour de la planète en quelques clics, et de pouvoir visualiser les régions les plus reculées du globe, sans même se lever de son sofa ? Certains ont même pour hobby, la pratique de ce genre de voyages virtuels, et ils ne se lassent vraiment pas de faire défiler les paysages et les continents. Ce sont ces mêmes personnes qui ont découvert une de ces bizarreries les plus intrigantes et les plus mystérieuses de Google Maps : la peluche du lapin rose géant du Piémont, en Italie.  Mais que fait donc ce lapin géant dans cette tranquille vallée ? Et quel mystère se cache donc derrière cet étonnant phénomène ? Alors installez-vous bien confortablement, car aujourd’hui nous allons découvrir pourquoi ce lapin géant rose se trouve dans un champ en Italie.Sources : https://anotepad.com/notes/k6cd7g2c.S’abonner à la chaîne : https://goo.gl/KOb7Ns.Retrouve nous sur FB : https://www.facebook.com/lamafachetv/.For copyright matters please send  an email to : contact@lamafache.com",24,Lapin rose Lapin géant mystère les 10 top 10 10 lama faché photos inexpliquées secrets cachés mystérieux explication pourquoi Italie endroits étranges signification,fr,fr,99130,4633,204,0,268
